,DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/ Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,dbn,total_students,graduation_rate,attendance_rate,pct_stu_enough_variety,college_career_rate,pct_stu_safe,girls,boys,pbat,international,specialized,transfer,ptech,earlycollege,school_accessibility_description,zip,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL
255,17K524,International High School at Prospect Heights,High School,420,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.84,0.91,0.83,0.92,0.86,0.94,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,,,,,,"April 14, 2015",1.88,1.96,0.888,0.057,0.005,0.903,0.252,0.24,0.33799999999999997,0.179,0.221,0.474,0.11699999999999999,7.4,0.7240000000000001,0.883,0.314,0.97,17K524,417,0.63,0.88,0.92,0.53,0.86,,,1.0,1.0,,,,,2.0,11225,40.670349,-73.96169499999999,9,35,213,3029686.0,3011870001.0
256,17K528,The High School for Global Citizenship,High School,214,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.82,0.93,0.68,0.92,0.83,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"March 18, 2015",2.6,2.23,0.17300000000000001,0.182,0.0,0.6559999999999999,0.17300000000000001,0.126,0.39299999999999996,0.033,0.7759999999999999,0.136,0.037000000000000005,6.9,0.643,0.897,0.319,0.955,17K528,197,0.61,0.9,0.72,0.33,0.75,,,,,,,,,2.0,11225,40.670349,-73.96169499999999,9,35,213,3029686.0,3011870001.0
257,17K531,"School for Human Rights, The",High School,278,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.89,0.96,0.75,0.94,0.83,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"December 10, 2014",2.57,2.21,0.054000000000000006,0.191,0.004,0.614,0.09,0.10800000000000001,0.406,0.006999999999999999,0.878,0.086,0.013999999999999999,10.0,0.909,0.92,0.215,0.971,17K531,441,0.74,0.92,0.77,0.49,0.85,,,,,,,,,,11203,40.658893,-73.942458,9,40,810,3107227.0,3048110001.0
258,17K537,High School for Youth and Community Development at,High School,432,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.76,0.69,0.85,0.86,0.88,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,2015-04-23T00:00:00.000,2.57,2.18,0.10400000000000001,0.22899999999999998,0.0,0.6920000000000001,0.171,0.146,0.486,0.016,0.794,0.139,0.025,12.3,0.9,0.877,0.355,0.955,17K537,480,0.79,0.88,0.86,0.39,0.8,,,,,,,,,2.0,11226,40.649786999999996,-73.95855,14,40,794,3336215.0,3051030010.0
259,17K539,High School for Service & Learning at Erasmus,High School,362,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.68,0.73,0.64,0.85,0.84,0.81,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,May 2017,2.57,2.17,0.127,0.188,0.003,0.6729999999999999,0.213,0.09699999999999999,0.409,0.027999999999999997,0.782,0.138,0.027999999999999997,1.0,0.727,0.8390000000000001,0.374,0.958,17K539,354,0.82,0.84,0.72,0.49,0.72,,,,,,,,,2.0,11226,40.649786999999996,-73.95855,14,40,794,3336215.0,3051030010.0
260,17K543,"Science, Technology and Research Early College Hig",High School,350,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.9,0.92,0.78,0.95,0.97,0.92,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"January 7, 2015",3.37,3.22,0.006,0.069,0.0,0.511,0.009000000000000001,0.037000000000000005,0.354,0.051,0.84,0.08,0.011000000000000001,9.0,0.871,0.963,0.105,0.985,17K543,541,0.98,0.96,0.86,0.83,0.88,,,,,,,,1.0,2.0,11226,40.649786999999996,-73.95855,14,40,794,3336215.0,3051030010.0
261,17K546,High School for Public Service: Heroes of Tomorrow,High School,460,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.83,0.87,0.71,0.93,0.81,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"January 14, 2015",3.13,2.77,0.022000000000000002,0.146,0.026000000000000002,0.619,0.040999999999999995,0.065,0.428,0.046,0.754,0.172,0.011000000000000001,4.4,0.9309999999999999,0.934,0.157,0.9620000000000001,17K546,454,0.95,0.93,0.79,0.84,0.86,,,,,,,,,,11203,40.658893,-73.942458,9,40,810,3107227.0,3048110001.0
262,17K547,Brooklyn Academy of Science and the Environment,High School,386,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.78,0.67,0.75,0.85,0.86,Well Developed,Proficient,Proficient,Proficient,Proficient,,,,,,2015-05-14T00:00:00.000,2.58,2.26,0.052000000000000005,0.18100000000000002,0.023,0.6559999999999999,0.135,0.122,0.47700000000000004,0.049,0.8290000000000001,0.091,0.021,14.0,0.885,0.9009999999999999,0.287,0.987,17K547,373,0.74,0.9,0.77,0.57,0.84,,,,,,,,,2.0,11225,40.670349,-73.96169499999999,9,35,213,3029686.0,3011870001.0
263,17K548,Brooklyn School for Music & Theatre,High School,312,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.76,0.89,0.62,0.93,0.88,0.92,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,March 2017,2.57,2.12,0.016,0.19899999999999998,0.006,0.7,0.11900000000000001,0.17300000000000001,0.5379999999999999,0.01,0.8079999999999999,0.154,0.019,10.0,0.708,0.8320000000000001,0.43700000000000006,0.9690000000000001,17K548,296,0.74,0.83,0.61,0.55,0.84,,,,,,,,,2.0,11225,40.670349,-73.96169499999999,9,35,213,3029686.0,3011870001.0
264,17K590,Medgar Evers College Preparatory School,High School,945,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.81,0.83,0.58,0.91,0.93,0.88,Well Developed,Well Developed,Proficient,Well Developed,Proficient,,,,,,2015-05-18T00:00:00.000,3.48,3.25,0.005,0.081,0.0,0.47200000000000003,0.015,0.043,0.293,0.025,0.8859999999999999,0.053,0.006999999999999999,15.9,0.852,0.894,0.34700000000000003,0.968,17K590,1257,0.98,0.89,0.67,0.8,0.71,,,,,,,,,1.0,11225,40.667195,-73.951167,9,35,321,3348092.0,3012890025.0
265,17K600,Clara Barton High School,High School,1244,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.73,0.75,0.58,0.78,0.77,0.78,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,December 2016,2.72,2.3,0.086,0.184,0.084,0.6,0.045,0.10099999999999999,0.396,0.01,0.8809999999999999,0.068,0.006999999999999999,10.4,0.846,0.8859999999999999,0.315,0.9670000000000001,17K600,1221,0.75,0.89,0.68,0.52,0.64,,,,,,,,,2.0,11225,40.669567,-73.961962,9,35,213,3029702.0,3011880001.0
266,17K745,Brooklyn Institute for Liberal Arts,High School,359,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.81,0.89,0.75,0.9,0.87,0.9,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,"March 12, 2015",2.62,2.21,0.055999999999999994,0.198,0.0,0.611,0.106,0.12300000000000001,0.435,0.011000000000000001,0.8909999999999999,0.064,0.013999999999999999,5.0,0.24,0.9279999999999999,0.19899999999999998,0.985,17K745,381,0.97,0.93,0.82,0.64,0.86,,,,,,,,,,11203,40.658893,-73.942458,9,40,810,3107227.0,3048110001.0
267,17K751,Academy for Health Careers,High School,399,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.76,0.83,0.62,0.84,0.82,0.86,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Developing,Well Developed,Proficient,March 2017,2.64,2.28,0.048,0.16,0.04,0.72,0.09300000000000001,0.14800000000000002,0.546,0.035,0.815,0.095,0.015,7.0,0.643,0.825,0.573,0.961,17K751,359,0.83,0.83,0.44,0.56,0.87,,,,,,,,,2.0,11213,40.675612,-73.938843,8,36,311,3030553.0,3012160046.0
268,18K563,It Takes a Village Academy,High School,732,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,0.79,0.91,0.65,0.94,0.91,0.87,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"February 25, 2015",2.71,2.36,0.182,0.13699999999999998,0.003,0.67,0.128,0.09699999999999999,0.374,0.013999999999999999,0.8690000000000001,0.07,0.016,10.0,0.688,0.909,0.207,0.966,18K563,730,0.89,0.91,0.8,0.76,0.67,,,,,,,,,2.0,11203,40.648657,-73.92217099999999,17,45,936,3104598.0,3047420001.0
269,18K566,Brooklyn Generation School,High School,227,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.81,0.72,0.86,0.88,0.9,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,May 2017,2.53,2.13,0.057,0.21100000000000002,0.004,0.605,0.145,0.12300000000000001,0.419,0.013000000000000001,0.872,0.079,0.009000000000000001,5.8,0.9570000000000001,0.905,0.237,0.973,18K566,195,0.75,0.91,0.78,0.51,0.77,,,,,,,,,2.0,11236,40.633285,-73.916735,18,46,950,3224139.0,3079980005.0
270,18K567,Brooklyn Theatre Arts High School,High School,372,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.75,0.74,0.63,0.72,0.8,0.8,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"December 10, 2015",2.53,2.14,0.024,0.16899999999999998,0.013000000000000001,0.674,0.11599999999999999,0.11,0.49700000000000005,0.008,0.815,0.113,0.019,4.9,0.889,0.823,0.617,0.9620000000000001,18K567,362,0.83,0.82,0.73,0.46,0.72,,,,,,,,,2.0,11236,40.633285,-73.916735,18,46,950,3224139.0,3079980005.0
271,18K569,Kurt Hahn Expeditionary Learning School,High School,382,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.86,0.68,0.91,0.83,0.89,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"May 15, 2015",2.5,2.1,0.031,0.228,0.01,0.616,0.128,0.11800000000000001,0.419,0.005,0.927,0.06,0.003,2.9,0.655,0.889,0.35,0.97,18K569,353,0.86,0.89,0.84,0.43,0.79,,,1.0,,,,,,2.0,11203,40.648657,-73.92217099999999,17,45,936,3104598.0,3047420001.0
272,18K576,Victory Collegiate High School,High School,340,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.65,0.77,0.61,0.82,0.8,0.83,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,2015-05-13T00:00:00.000,2.55,2.2,0.018000000000000002,0.24100000000000002,0.006,0.618,0.065,0.115,0.444,0.006,0.8590000000000001,0.065,0.006,1.3,0.792,0.878,0.386,0.9670000000000001,18K576,401,0.76,0.88,0.49,0.53,0.72,,,,,,,,,2.0,11236,40.633285,-73.916735,18,46,950,3224139.0,3079980005.0
273,18K617,High School for Innovation in Advertising and Medi,High School,282,Meeting Target,Meeting Target,Approaching Target,Meeting Target,,,Meeting Target,0.74,0.81,0.65,0.88,0.85,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,October 2016,2.52,2.19,0.08199999999999999,0.17,0.021,0.594,0.113,0.07400000000000001,0.387,0.011000000000000001,0.848,0.11,0.021,9.0,0.7140000000000001,0.8640000000000001,0.456,0.98,18K617,255,0.7,0.86,0.66,0.53,0.7,,,,,,,,,,11236,40.641474,-73.89825400000001,18,46,990,3230949.0,3082220001.0
274,18K629,Cultural Academy for the Arts and Sciences,High School,332,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.74,0.74,0.68,0.77,0.84,0.85,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,May 2017,2.51,2.18,0.09,0.214,0.003,0.5589999999999999,0.133,0.102,0.34,0.012,0.87,0.087,0.015,0.8,0.769,0.865,0.337,0.9690000000000001,18K629,319,0.68,0.87,0.69,0.38,0.8,,,,,,,,,2.0,11203,40.648657,-73.92217099999999,17,45,936,3104598.0,3047420001.0
275,18K633,High School for Medical Professions,High School,428,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.86,0.67,0.91,0.85,0.9,Well Developed,Proficient,Proficient,Proficient,Proficient,,,,,,"March 17, 2016",2.85,2.49,0.035,0.157,0.002,0.585,0.037000000000000005,0.07200000000000001,0.41100000000000003,0.03,0.818,0.131,0.016,3.8,0.75,0.905,0.3,0.9690000000000001,18K633,424,0.93,0.91,0.58,0.69,0.87,,,,,,,,,,11236,40.641474,-73.89825400000001,18,46,990,3230949.0,3082220001.0
276,18K637,Academy for Conservation and the Environment,High School,284,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.82,0.92,0.71,0.97,0.97,0.94,Well Developed,Developing,Proficient,Well Developed,Proficient,,,,,,"December 15, 2015",2.53,2.22,0.113,0.19,0.006999999999999999,0.659,0.21100000000000002,0.127,0.419,0.053,0.782,0.08800000000000001,0.067,5.8,0.45,0.8220000000000001,0.53,0.9740000000000001,18K637,285,0.81,0.82,0.66,0.48,0.77,,,,,,,,,2.0,11236,40.633285,-73.916735,18,46,950,3224139.0,3079980005.0
277,18K642,Urban Action Academy,High School,310,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.75,0.86,0.65,0.86,0.81,0.86,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,March 2017,2.42,2.1,0.11900000000000001,0.223,0.052000000000000005,0.607,0.213,0.094,0.4,0.013000000000000001,0.79,0.113,0.065,4.0,0.5,0.805,0.5539999999999999,0.988,18K642,278,0.58,0.81,0.68,0.33,0.81,,,,,,,,,,11236,40.641474,-73.89825400000001,18,46,990,3230949.0,3082220001.0
278,19K404,Academy for Young Writers,High School,375,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.74,0.81,0.68,0.84,0.89,0.89,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"December 3, 2014",2.88,2.3,0.011000000000000001,0.20800000000000002,0.0,0.653,0.04,0.069,0.483,0.011000000000000001,0.7120000000000001,0.243,0.011000000000000001,0.8,0.58,0.879,0.442,0.975,19K404,546,0.89,0.88,0.71,0.73,0.87,,,,,,,,,1.0,11208,40.657459,-73.874756,5,42,1070,3413878.0,3044490001.0
279,19K409,East New York Family Academy,High School,286,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.82,0.88,0.72,0.87,0.89,0.88,Proficient,Developing,Developing,Proficient,Proficient,,,,,,"November 24, 2015",2.67,2.42,0.049,0.213,0.013999999999999999,0.705,0.038,0.07,0.524,0.042,0.5870000000000001,0.353,0.006999999999999999,3.6,0.718,0.882,0.414,0.985,19K409,496,0.95,0.88,0.69,0.68,0.85,,,,,,,,,,11207,40.661072,-73.886942,5,42,1104,3097444.0,3043280015.0
280,19K422,Spring Creek Community School,High School,173,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,,0.78,0.91,0.73,0.96,0.88,0.92,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"January 23, 2015",2.62,2.31,0.035,0.254,0.0,0.6579999999999999,0.028999999999999998,0.069,0.445,0.0,0.74,0.22,0.012,5.0,0.441,0.917,0.297,0.968,19K422,478,,0.92,0.74,,0.88,,,,,,,,,1.0,11208,40.657459,-73.874756,5,42,1070,3413878.0,3044490001.0
281,19K502,FDNY - Captain Vernon A. Richards High School for,High School,340,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,Approaching Target,Approaching Target,0.72,0.73,0.67,0.76,0.96,0.81,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"November 25, 2014",2.44,2.09,0.038,0.268,0.053,0.741,0.106,0.156,0.5529999999999999,0.012,0.7090000000000001,0.259,0.006,9.9,0.556,0.795,0.546,0.961,19K502,333,0.71,0.8,0.73,0.32,0.77,,,,,,,,,,11207,40.667456,-73.894747,5,42,1156,3084440.0,3037880001.0
282,19K504,High School for Civil Rights,High School,284,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.72,0.77,0.72,0.77,0.86,0.85,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,December 2016,2.39,2.09,0.07400000000000001,0.23199999999999998,0.006999999999999999,0.78,0.292,0.215,0.585,0.011000000000000001,0.743,0.215,0.018000000000000002,10.8,0.643,0.737,0.643,0.968,19K504,264,0.64,0.74,0.81,0.34,0.88,,,,,,,,,,11207,40.667456,-73.894747,5,42,1156,3084440.0,3037880001.0
283,19K507,Performing Arts and Technology High School,High School,466,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.83,0.85,0.68,0.91,0.81,0.89,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,2015-04-01T00:00:00.000,2.54,2.15,0.09,0.204,0.049,0.778,0.16699999999999998,0.16699999999999998,0.586,0.019,0.693,0.268,0.006,4.0,0.767,0.861,0.331,0.9470000000000001,19K507,450,0.54,0.86,0.89,0.41,0.76,,,,,,,,,,11207,40.667456,-73.894747,5,42,1156,3084440.0,3037880001.0
284,19K510,World Academy for Total Community Health High Scho,High School,246,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.73,0.9,0.7,0.88,0.82,0.89,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,December 2016,2.49,2.16,0.09300000000000001,0.19899999999999998,0.0,0.792,0.22,0.203,0.589,0.045,0.748,0.187,0.008,3.7,0.778,0.8109999999999999,0.5720000000000001,0.966,19K510,262,0.67,0.81,0.75,0.52,0.81,,,,,,,,,,11207,40.667456,-73.894747,5,42,1156,3084440.0,3037880001.0
285,19K583,Multicultural High School,High School,202,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.87,0.92,0.83,0.95,0.87,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,May 2017,1.8,1.74,0.9159999999999999,0.02,0.0,0.95,0.158,0.124,0.342,0.0,0.0,0.995,0.005,5.8,0.765,0.903,0.314,0.9690000000000001,19K583,243,0.62,0.9,0.85,0.49,0.92,,,,1.0,,,,,2.0,11208,40.691146,-73.868328,5,37,1180,3090738.0,3040940001.0
286,19K615,Transit Tech Career and Technical Education High S,High School,838,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.75,0.77,0.65,0.79,0.8,0.87,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,November 2016,2.52,2.23,0.062,0.257,0.005,0.6679999999999999,0.08900000000000001,0.10099999999999999,0.496,0.047,0.5920000000000001,0.32,0.02,3.8,0.818,0.8390000000000001,0.40299999999999997,0.9570000000000001,19K615,713,0.73,0.84,0.78,0.45,0.77,,,,,,,,,2.0,11208,40.678276000000004,-73.87595999999999,5,37,1196,3327249.0,3041550075.0
287,19K618,Academy of Innovative Technology,High School,408,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.82,0.88,0.77,0.92,0.87,0.94,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"April 8, 2016",2.58,2.2,0.10300000000000001,0.24,0.022000000000000002,0.657,0.069,0.098,0.466,0.054000000000000006,0.434,0.466,0.02,9.0,0.6759999999999999,0.8759999999999999,0.358,0.975,19K618,403,0.74,0.88,0.89,0.48,0.89,,,,,,,,,2.0,11208,40.691146,-73.868328,5,37,1180,3090738.0,3040940001.0
288,19K639,Brooklyn Lab School,High School,329,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.68,0.71,0.65,0.82,0.91,0.84,Proficient,Developing,Developing,Developing,Proficient,,,,,,"February 25, 2015",2.36,2.08,0.21600000000000003,0.195,0.012,0.792,0.261,0.195,0.505,0.106,0.31,0.535,0.03,0.8,0.7140000000000001,0.7929999999999999,0.544,0.963,19K639,384,0.63,0.79,0.77,0.42,0.77,,,,,,,,,2.0,11208,40.691146,-73.868328,5,37,1180,3090738.0,3040940001.0
289,19K659,Cypress Hills Collegiate Preparatory School,High School,215,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.87,0.74,0.88,0.9,0.89,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,April 2017,2.5,2.24,0.177,0.163,0.005,0.763,0.11199999999999999,0.158,0.507,0.126,0.21899999999999997,0.609,0.019,4.9,0.833,0.8859999999999999,0.278,0.965,19K659,251,0.69,0.89,0.78,0.51,0.9,,,,,,,,,2.0,11208,40.691146,-73.868328,5,37,1180,3090738.0,3040940001.0
290,19K660,W. H. Maxwell Career and Technical Education High,High School,465,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.9,0.65,0.92,0.78,0.9,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,"November 6, 2015",2.38,2.04,0.071,0.295,0.105,0.757,0.11199999999999999,0.168,0.6,0.026000000000000002,0.684,0.28,0.002,8.8,0.9229999999999999,0.762,0.579,0.963,19K660,407,0.68,0.76,0.72,0.33,0.81,,,,,,,,,2.0,11207,40.674135,-73.89643000000001,5,37,1144,3083660.0,3037040001.0
